Drug_Name,Reason,Description
Aripicad 15mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Aripiren 15mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Ariza 10mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Arize 30mg Tablet 10'SArize 10mg Tablet 10'SArize 20mg Tablet 10'SArize 5mg Tablet 10'SArize 15mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Arpit 15mg Tablet 10'SArpit 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Arpizol 5mg Tablet 10'SArpizol 30mg Tablet 10'SArpizol 20mg Tablet 10'SArpizol 10mg Tablet 10'SArpizol 15mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Arzu 15mg Tablet 10'SArzu 10mg Tablet 10'SArzu 30mg Tablet 10'SArzu 20mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Asenapt 5mg Tablet 10'SAsenapt 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Asprito 15mg Tablet 10'SAsprito 10mg Tablet 10'SAsprito 30mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Asprito MT 15mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Azin 5mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Bilif 10mg Tablet 10'SBilif 15mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Cizorest OD 400mg Tablet 10'SCizorest OD 100mg Tablet 10'SCizorest OD 200mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Clomach 100mg Tablet 10'SClomach 25mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
CLOZET 100mg Tablet 10'sCLOZET 25mg Tablet 10'sCLOZET 50mg Tablet 10's,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
CONQUET 25mg Tablet 10's,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Definium 10mg Tablet 10'SDefinium 5mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Emsidon 80mg Tablet 10'SEmsidon 40mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Fludecan 25mg Injection 2ml,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Franxit 0.5/10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
HALOCALM 5mg Tablet 10'sHALOCALM 10mg Tablet 10'sHALOCALM 0.25mg Tablet 10'sHALOCALM 1.5mg Tablet 10's,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Halopidol 5mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Hexidol 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Ilobril 4mg Tablet 2'SIlobril 6mg Tablet 10'SIlobril 8mg Tablet 10'SIlobril 1mg Tablet 2'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Ilopride 2mg Tablet 10'SIlopride 6mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Ilopt 6mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Ilosure 2mg Tablet 10'SIlosure 6mg Tablet 10'SIlosure 1mg Tablet 10'SIlosure 8mg Tablet 10'SIlosure 4mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Jolyon MD 7.5mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Jotal Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
KAYTRIX C Tablet 10's,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Kloza 50mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Kola 20mg Tablet 10'SKola 15mg Tablet 10'SKola 7.5mg Tablet 10'SKola 10mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Lanopin 15mg Tablet 10'SLanopin 2.5mg Tablet 10'SLanopin 5mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Lanopin MD 15mg Tablet 10'SLanopin MD 5mg Tablet 10'SLanopin MD 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Loxabol 10mg Capsule 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Loxapac 10mg Capsule 10'SLoxapac 25mg Capsule 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Loxapac C Liquid 15ml,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Lozapin 100mg Tablet 10'SLozapin 25mg Tablet 10'SLozapin 50mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Lurastar 40mg Tablet 10'SLurastar 80mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Lurata 80mg Tablet 10'SLurata 40mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Manza 20mg Tablet 10'SManza 2.5mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Maxpride 200mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Melleril 25mg Tablet 20'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Meltolan 2.5mg Tablet 10'SMeltolan 5mg Tablet 10'SMeltolan 10mg Tablet 10'SMeltolan 7.5mg Tablet 10'SMeltolan 20mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Meltonz MD 5mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
MOVAPIN 10mg Tablet 10'sMOVAPIN 5mg Tablet 10'sMOVAPIN 15mg Tablet 10's,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Neocalm Plus Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olace 15mg Tablet 10'SOlace 20mg Tablet 10'SOlace 7.5mg Tablet 10'SOlace 2.5mg Tablet 10'SOlace 5mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olagress MD 2.5mg Tablet 10'SOlagress MD 5mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Olan 10mg Tablet 10'SOlan 2.5mg Tablet 10'SOlan 15mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Olan MD 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olandus 5mg Tablet 10'SOlandus 10mg Tablet 10'SOlandus 7.5mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olanex 10mg Tablet 10'SOlanex 5mg Tablet 10'SOlanex 15mg Tablet 10'SOlanex 2.5mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Olanex Ins 2.5mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Olanex IT 5mg Tablet 10'SOlanex IT 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
OLAPAX 10mg Tablet 10'sOlapax 2.5mg Tablet 10'SOlapax 7.5mg Tablet 10'SOlapax 5mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olapax MD 2.5mg Tablet 10'SOlapax MD 5mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Olapin 7.5mg Tablet 10'SOlapin 10mg Tablet 10'SOlapin 5mg Tablet 10'SOlapin 20mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Olaweb 2.5mg Tablet 10'SOlaweb 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olay 15mg Tablet 10'SOlay 20mg Tablet 10'SOlay 7.5mg Tablet 10'SOlay 2.5mg Tablet 10'SOlay 5mg Tablet 10'SOlay 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olay MD 10mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Oleanz 10mg Tablet 10'SOleanz 5mg Tablet 10'SOleanz 2.5mg Tablet 10'SOleanz 7.5mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Oleanz Rapitab 20mg Tablet 10'SOleanz Rapitab 2.5mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Oleanz RT 10mg Tablet 10'SOleanz RT 15mg Tablet 10'SOleanz RT 5mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
OLEE 15mg Tablet 10'sOlee 20mg Capsule 10'SOLEE 7.5mg Tablet 10'sOLEE 2.5mg Tablet 10'sOLEE 10mg Tablet 10'sOLEE 5mg Tablet 10's,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
OLEE FORTE Tablet 10's,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
OLEE MD 5mg Tablet 10'sOLEE MD 10mg Tablet 10's,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olez 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olimelt 5mg Tablet 10'SOlimelt 7.5mg Tablet 10'SOlimelt 10mg Tablet 10'SOlimelt 20mg Tablet 10'SOlimelt 2.5mg Tablet 10'SOlimelt 15mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
Oline 15mg Tablet 10'SOline 10mg Tablet 10'SOline 20mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Oline MD 10mg Tablet 10'S,Schizophrenia,"used to treat schizophrenia characterised by hallucinations, suspiciousness, mistaken beliefs, incoherent speech or behaviour and emotional flatness"
Olins 10mg Tablet 10'SOlins 5mg Tablet 10'S,Schizophrenia,"Â treats disease with symptoms such as hearing, seeing or sensing things which are not there, mistaken beliefs, unusual suspiciousness, and becoming withdrawn. People with this disease may also feel depressed, anxious or tense"
Olinstab 5mg Tablet 10'SOlinstab 7.5mg Tablet 10'SOlinstab 10mg Tablet 10'SOlinstab 2.5mg Tablet 10'S,Schizophrenia,"depression and major depressive episodes in major depressive disorder: You may find that you feel depressed, feel guilty, lack energy, lose your appetite or canâ€™t sleep"
